Name,CategoriesTags,Address,City,State,Country,Zip,Phone,Fax,email,website,External URL,description,Operating Hours
"Cedar Park Surgeons, PLLC",,"1401 Medical Parkway, Bldg B, Suite 101",Cedar Park,TX,,78613,512-269-3444,,,www.cedarparkbariatrics.com,,,
Cedar Park Women's Center,,"1401 Medical Pkwy B, Suite 410",Cedar Park,TX,,78613,512-260-3636,,,www.cedarparkobgyn.com,,,
Celebrate Primary Care,,919 NW 57th St Suite 10,Gainesville,FL,,32605,352-474-8686,,,,,,
Centennial OB/GYN PA,,5757 Warren Parkway #210,Frisco,TX,,75034,972-731-6565,,,www.centennialobgynpa.com,,,
Centennial OB/GYN PA,,5757 Warren Parkway #210,Frisco,TX,,75034,972-731-6565,,,www.centennialobgynpa.com,,,
Centennial OB/GYN PA,,5757 Warren Parkway #210,Frisco,TX,,75034,972-731-6565,,,www.centennialobgynpa.com,,,
Center for Menís Health,,"477 N El Camino Real, Suite C204",Encintas,CA,,92024,844-331-0120,,,www.cmenshealth.com,,,
Center for Orthopaedics and Sports Medicine,,1501 River Pointe Dr. Suite 100,Conroe,TX,,77304,936-539-2663,,,www.orthosportsdocs.com,,,
Center for Orthopaedics and Sports Medicine,,1501 River Pointe Dr. Suite 100,Conroe,TX,,77304,936-539-2663,,,www.orthosportsdocs.com,,,
Center for Wellness and Pain Care of Las Vegas,,311 N Buffalo Dr. #A,Las Vegas,NV,,89145,702-476-9700,,,,,,
Center for Wellness MD,,125 Inverness Dr. E #210,Englewood,CO,,80112,303-309-3660,,,www.tc4w.com,,,
Center for Wellness MD,,125 Inverness Dr. E #210,Englewood,CO,,80112,303-309-3660,,,www.tc4w.com,,,
Center for Wellness MD,,125 Inverness Dr. E #210,Englewood,CO,,80112,303-309-3660,,,www.tc4w.com,,,
Center for Wellness MD,,125 Inverness Dr. E #210,Englewood,CO,,80112,303-309-3660,,,www.tc4w.com,,,
Center for Wellness MD,,125 Inverness Dr. E #210,Englewood,CO,,80112,303-309-3660,,,www.tc4w.com,,,
Center for Wellness MD,,125 Inverness Dr. E #210,Englewood,CO,,80112,303-309-3660,,,www.tc4w.com,,,
Center for Wellness MD,,125 Inverness Dr. E #210,Englewood,CO,,80112,303-309-3660,,,www.tc4w.com,,,
Center For Women's Health,,"4140 W. Memorial, Suite 500",Oklahoma City,OK,,73120,405-755-7430,,,www.centerforwomen-okc.com,,,
Center For Women's Health,,"4140 W. Memorial, Suite 500",Oklahoma City,OK,,73120,405-755-7430,,,www.centerforwomen-okc.com,,,
Center For Women's Health,,"4140 W. Memorial, Suite 500",Oklahoma City,OK,,73120,405-755-7430,,,www.centerforwomen-okc.com,,,
Center For Women's Health,,"4140 W. Memorial, Suite 500",Oklahoma City,OK,,73120,405-755-7430,,,www.centerforwomen-okc.com,,,
Center For Women's Health,,"4140 W. Memorial, Suite 500",Oklahoma City,OK,,73120,405-755-7430,,,www.centerforwomen-okc.com,,,
Center for Women's Health,,10111 E 21st Street N,Wichita,KS,,67206,316-634-0060,,,www.cwhwichita.com,,,
Center for Womenís Health & Birthcare,,2965 Harrison Ave. #313B,Beaumont,TX,,77706,409-838-4472,,,www.lavueint.com,,,
Center for Womenís Health & Birthcare,,2965 Harrison Ave. #313B,Beaumont,TX,,77706,409-838-4472,,,www.lavueint.com,,,
"Central Jersey Surgeons, PA",,611 Courtyard Drive Bld. 600,Hillsborough,NJ,,8844,908-722-0030,,,www.centraljerseysurgeons.com,,,
"Central Jersey Surgeons, PA",,611 Courtyard Drive Bld. 600,Hillsborough,NJ,,8844,908-722-0030,,,www.centraljerseysurgeons.com,,,
Central Texas Wellness & Rejuvenation Center,,1305 Wonder World Dr. Suite 203,San Marcos,TX,,78666,512-757-8630,,,www.ctwrc.com,,,
Chambers Clinic,,600 E Baseline Road #B2,Tempe,AZ,,85283,480-568-0252,,,www.chambersclinic.com,,,
Chambers Clinic,,20801 N Scottsdale Road Suite 205,Scottsdale,AZ,,85255,480-389-3265,,,www.chambersclinic.com,,,
Chambers Clinic,,20801 N Scottsdale Road Suite 205,Scottsdale,AZ,,85255,480-389-3265,,,www.chambersclinic.com,,,
Charles P. Virden,,10800 Donner Pass Rd. #103,Truckee,CA,,96161,775-348-9798,,,www.virdenmd.com,,,
Charles P. Virden,,960 Caughlin Crossing N Suite 100,Reno,NV,,89519,775-348-9798,,,www.virdenmd.com,,,
Charles P. Virden,,960 Caughlin Crossing N Suite 100,Reno,NV,,89519,775-348-9798,,,www.virdenmd.com,,,
Charles P. Virden,,960 Caughlin Crossing N Suite 100,Reno,NV,,89519,775-348-9798,,,www.virdenmd.com,,,
Charleston Women's Wellness Center,,5319-B Parkshire Way,Charleston,SC,,29418,843-767-2121,,,www.cwwcenter.com,,,
Chary Tamirisa MD,,3519 Town Center Blvd #B,Sugarland,TX,,77479,281-277-3300,,,www.sugarlandmedicalandaestheticspa.com,,,
Chary Tamirisa MD,,3519 Town Center Blvd #B,Sugarland,TX,,77479,281-277-3300,,,www.sugarlandmedicalandaestheticspa.com,,,
Cherry Creek Medical Weight Loss,,"1325 S Colorado Blvd. Building B, Suite 509",Denver,CO,,80222,303-321-0123,,,www.cherrycreekmedicalweightloss.com,,,
Cherry Creek Medical Weight Loss,,"1325 S Colorado Blvd. Building B, Suite 509",Denver,CO,,80222,303-321-0123,,,www.cherrycreekmedicalweightloss.com,,,
Cherry Hills Midwifery and OB/GYN,,499 E Hampden Ave. Suite 190,Englewood,CO,,80113,303-788-0808,,,http://www.cherryhillsmidwiferyandobgyn.com/ ,,,
Cherry Hills Midwifery and OB/GYN,,499 E Hampden Ave. Suite 190,Englewood,CO,,80113,303-788-0808,,,http://www.cherryhillsmidwiferyandobgyn.com/ ,,,
Cherry Hills Midwifery and OB/GYN,,499 E Hampden Ave. Suite 190,Englewood,CO,,80113,303-788-0808,,,http://www.cherryhillsmidwiferyandobgyn.com/ ,,,
Cherry Hills Midwifery and OB/GYN,,499 E Hampden Ave. Suite 190,Englewood,CO,,80113,303-788-0808,,,http://www.cherryhillsmidwiferyandobgyn.com/ ,,,
Choctaw Family Medicine,,15809 NE 23rd St.,Choctaw ,OK,,73020,405-390-9600,,,www.choctawfamilymedicine.com,,,
Choctaw Women's Clinic PLLC,,14890 SE 29th Street #106,Choctaw,OK,,73020,405-620-0049,,,www.choctawwomensclinic.com,,,
Choctaw Women's Clinic PLLC,,14890 SE 29th Street #106,Choctaw,OK,,73020,405-620-0049,,,www.choctawwomensclinic.com,,,
ChoiceMD,,3852 Candies Creek Lane NW,Cleveland,TN,,37312,423-339-6735,,,,,,
ChoiceMD,,3852 Candies Creek Lane NW,Cleveland,TN,,37312,423-339-6735,,,,,,
Christ Urology,,"2123 Auburn Ave., Suite 441",Cincinnati,OH,,45219,513-315-0537,,,,,,
Christian Medical Associates,,"118 Enterprise Ct., Suite B",Columbus,GA,,31904,706-330-1389,,,,,,
Christian Medical Associates,,2009 Warm Springs Road ,Columbus,GA,,31904,706-320-0055,,,,,,
Christian Medical Associates,,2009 Warm Springs Road ,Columbus,GA,,31904,706-320-0055,,,,,,
Christina Pena MD PA,,3850 Bird Rd. #402,Miami,FL,,33146,305-227-8727,,,,,,
Christina Pena MD PA,,3850 Bird Rd. #402,Miami,FL,,33146,305-227-8727,,,,,,
Christy Cugini Jr. MD ,,400 8th Street North,Naples,FL,,34102,239-261-5511,,,,,,
"Christy Walker, MD",,6130 W. Parker Rd. #204,Plano,TX,,75093,469-850-2963,,,www.drchristywalker.com,,,
Chronos BHW,,3200 North Arnoult Rd. ,Metairie,LA,,70002,504-267-4549,,,www.ChronosBHW.com/hrt,,,
Chronos BHW,,3200 North Arnoult Rd. ,Metairie,LA,,70002,504-267-4549,,,www.ChronosBHW.com/hrt,,,
Chronos BHW,,3200 North Arnoult Rd. ,Metairie,LA,,70002,504-267-4549,,,www.ChronosBHW.com/hrt,,,
Citrus Ridge Health Centers,,109 Lake Davenport Blvd,Davenport ,FL,,33897,863-256-5030,,,www.citrusridgehealth.com ,,,
Citrus Ridge Health Centers,,109 Lake Davenport Blvd,Davenport ,FL,,33897,863-256-5030,,,www.citrusridgehealth.com ,,,
Clinic for Healthy Aging,,3440 RC Luttrell Dr Suite 100,Norman,OK,,73072,405-701-4910,,,www.clinicforhealthyaging.com,,,
Clinic for Healthy Aging,,3440 RC Luttrell Dr Suite 100,Norman,OK,,73072,405-701-4910,,,www.clinicforhealthyaging.com,,,
Clinic for Healthy Aging,,3440 RC Luttrell Dr Suite 100,Norman,OK,,73072,405-701-4910,,,www.clinicforhealthyaging.com,,,
Clinique Dallas Plastic Surgery,,7777 Forest Lane C230,Dallas,TX,,75230,972-566-2010,,,www.cliniquedallas.com,,,
Clinique Dallas Plastic Surgery,,7777 Forest Lane C230,Dallas,TX,,75230,972-566-2010,,,www.cliniquedallas.com,,,
Clinique Dallas Plastic Surgery,,7777 Forest Lane C230,Dallas,TX,,75230,972-566-2010,,,www.cliniquedallas.com,,,
Clinique Dallas Plastic Surgery,,7004 Durham,Dallas,TX,,75205,972-566-2010,,,www.cliniquedallas.com,,,
Coastal Care Plus Medical Center,,11761-8 Beach Blvd,Jacksonville,FL,,32246,904-642-3304,,,www.coastalcareplus.com,,,
"Cobb Womens Health, P.A.",,"1810 Mulkey Road, Suite 102",Austell,GA,,30106,770-944-8660,,,,,,
Cobblestone Family Health,,1133 West Kansas Street,Liberty,MO,,64068,816-781-7400,,,www.ourfamilydoctors.net,,,
Cobblestone Family Health,,1133 West Kansas Street,Liberty,MO,,64068,816-781-7400,,,www.ourfamilydoctors.net,,,
"Collier B. Gladin, Jr., MD LLC",,140 N. Crest Blvd.,Macon,GA,,31210,478-254-7070,,,,,,
Colorado Centers for Hormone Balance,,8301 E. Prentice Ave #145,Greenwood Village,CO,,80111,303-469-7300,,,www.hormone-treatment.com,,,
Colorado Centers for Hormone Balance,,8301 E. Prentice Ave #145,Greenwood Village,CO,,80111,303-469-7300,,,www.hormone-treatment.com,,,
Columbine Family Practice,,7335 S. Pierce Street,Littleton,CO,,80128,303-979-7200,,,www.columbinefamilypractice.com,,,
Columbine Family Practice,,7335 S. Pierce Street,Littleton,CO,,80128,303-979-7200,,,www.columbinefamilypractice.com,,,
Columbus Medical Aesthetics,,105 Enterprise Court,Columbus ,GA,,31904,706-317-2673,,,www.columbusmedicalaesthetics.com ,,,
Columbus Medical Aesthetics,,105 Enterprise Court,Columbus ,GA,,31904,706-317-2673,,,www.columbusmedicalaesthetics.com ,,,
Complementary Family Medical Care of Indiana,,"69 East Garner Rd., Suite 300",Brownsburg,IN,,46112,317-852-3616,,,,,,
Complete Family Medicine,,1611 S. Baltimore St.,Kirksville,MO,,63501,660-665-7575,,,www.cfmkv.com,,,
Complete Family Medicine,,1611 S. Baltimore St.,Kirksville,MO,,63501,660-665-7575,,,www.cfmkv.com,,,
Complete Family Medicine - La Plata,,29934 July Rd.,La Plata,MO,,63549,660-332-7676,,,www.cfmkv.com,,,
Complete Family Medicine - Macon,,"1206 N. Missouri St., Suite C",Macon ,MO,,63552,660-395-7575,,,www.cfmkv.com,,,
Complete Family Medicine - Moberly,,"1600 N. Morley St., Suite A115",Moberly,MO,,65270,660-372-9595,,,www.cfmkv.com,,,
Complete Family Medicine - Moberly,,"1600 N. Morley St., Suite A115",Moberly,MO,,65270,660-372-9595,,,www.cfmkv.com,,,
Complete Health & Wellness,,"4855 Riverstone Blvd, Suite 103",Missouri City,TX,,77459,281-313-6348,,,www.drfabrown.com,,,
Complete Hormone Solutions,,2605 Danville Road SW,Decatur,AL,,35603,256-350-9880,,,www.completehormonesolutions.com,,,
Complexions Medi Spa,,1262 E. Jericho Turnpike #1,Huntington,NY,,11743,631-549-2105,,,,,,
Comprehensive Care Medical Associates,,"1205 Langhorne Newtown Road, Suite 309",Langhorne,PA,,19047,215-741-1963,,,www.comprehensivecarema.com ,,,
Comprehensive Care Medical Associates,,"1205 Langhorne Newtown Road, Suite 309",Langhorne,PA,,19047,215-741-1963,,,www.comprehensivecarema.com ,,,
Comprehensive Family Medicine ,,205 Medical Cir,West Columbia,SC,,29169,803-260-0785,,,,,,
Comprehensive Medical Weight Loss,,7900 South University Blvd Suite 110,Centennial,CO,,80122,720-874-0280,,,www.cmwlcs.com,,,
Comprehensive Medical Weight Loss,,4810 Rusina Road ,Colorado Springs,CO,,80907,719-635-0144,,,www.cmwlcs.com,,,
Comprehensive Medical Weight Loss,,4810 Rusina Road ,Colorado Springs,CO,,80907,719-635-0144,,,www.cmwlcs.com,,,
Comprehensive Medical Weight Loss,,4810 Rusina Road ,Colorado Springs,CO,,80907,719-635-0144,,,www.cmwlcs.com,,,
Comprehensive Pain Care Clinic,,4700 W. 95th Street Suite 206,Oak Lawn,IL,,60453,630-590-5809,,,,,,
Conroe Aesthetics & Wellness,,"503 Medical Center Blvd, Suite 100",Conroe,TX,,77304,936-441-1064,,,www.conroeaesthetics.com,,,
Conroe Aesthetics & Wellness,,"503 Medical Center Blvd, Suite 100",Conroe,TX,,77304,936-441-1064,,,www.conroeaesthetics.com,,,
Contemporary Family Medicine,,"200 Boothe St.,. Suite 100",Cleveland,TX,,77327,281-592-2888,,,,,,
Contemporary Women's Care PA,,"4323 N. Josey Lane, Suite 306",Carrollton,TX,,75010,972-939-7011,,,www.contemporarywomenscare.net,,,
Contemporary Women's Care PA,,"4323 N. Josey Lane, Suite 306",Carrollton,TX,,75010,972-939-7011,,,www.contemporarywomenscare.net,,,
Contemporary Women's Care PA,,"4323 N. Josey Lane, Suite 306",Carrollton,TX,,75010,972-939-7011,,,www.contemporarywomenscare.net,,,
Cornerstone Wellness,,"16040 Park Valley Blvd., Suite 222",Round Rock,TX,,78681,512-341-8001,,,www.cornerstone-obgyn.com ,,,
Cornerstone Wellness,,"16040 Park Valley Blvd., Suite 222",Round Rock,TX,,78681,512-341-8001,,,www.cornerstone-obgyn.com ,,,
Cornerstone Wellness,,"16040 Park Valley Blvd., Suite 222",Round Rock,TX,,78681,512-341-8001,,,www.cornerstone-obgyn.com ,,,
Cosmetic Laser Professionals Med Spa,,9644 SW 72nd Street,Miami,FL,,33173,305-456-1170,,,www.cosmeticlaserprofessionals.com,,,
Cratos Health,,13550 Northgate Estates Dr. #110,Colorado Springs,CO,,80921,719-487-7777,,,www.cratoshealth.com,,,
Cratos Health,,13550 Northgate Estates Dr. #110,Colorado Springs,CO,,80921,719-487-7777,,,www.cratoshealth.com,,,
Cratos Health,,2630 Tenderfoot Hill St. Ste 202,Colorado Springs,CO,,80906,719-487-7777,,,www.cratoshealth.com,,,
Cratos Health,,2630 Tenderfoot Hill St. Ste 202,Colorado Springs,CO,,80906,719-487-7777,,,www.cratoshealth.com,,,
Cross Roads Hormonal Health & Wellness,,"3201 Hwy 380, Suite 201",Cross Roads,TX,,76227,940-365-3030,,,www.crwhealth.com,,,
Cross Roads Hormonal Health & Wellness,,"3201 Hwy 380, Suite 201",Cross Roads,TX,,76227,940-365-3030,,,www.crwhealth.com,,,
Dahiya Facial Plastic Surgery & Laser Center,,110 South Washington Street,Rockville,MD,,20850,301-340-7377,,,www.potomacfacialplastics.com,,,
Dahiya Facial Plastic Surgery & Laser Center,,110 South Washington Street,Rockville,MD,,20850,301-340-7377,,,www.potomacfacialplastics.com,,,
Daily Green Family Health and Convenient Care,,11980 HWY 12,Orange,TX,,77632,409-745-4130,,,www.dgfamilyhealth.com,,,
Dallas Family Medical Association of Health and Wellness,,"16901 N. Dallas Parkway, Suite 208",Addison,TX,,75001,972-248-2153,,,www.dallasfamilymedical.com,,,
Dallas Plastic Surgery Institute,,9101 N. Central Expressway #600,Dallas,TX,,75231,214-525-0002,,,,,,
Daystar Family Clinic,,"3803 Irvington Blvd., Suite B",Houston,TX,,77009,713-699-3044,,,www.daystarfamilyclinic.com,,,
Deer Creek Family Healthcare and Wellness Clinic,,19409 N. Portland Ave.,Edmond,OK,,73012,405-359-1122,,,www.dcfamilycare.com,,,
Deer Creek Family Healthcare and Wellness Clinic,,19409 N. Portland Ave.,Edmond,OK,,73012,405-359-1122,,,www.dcfamilycare.com,,,
Deirdre McMullen MD,,3281 Rocky Creek Drive #500,Missouri City,TX,,77459,281-206-0068,,,www.drmcmullenclinic.com,,,
Deirdre McMullen MD,,3281 Rocky Creek Drive #500,Missouri City,TX,,77459,281-206-0068,,,www.drmcmullenclinic.com,,,
"Denise Leonard, MD, PA",,"17070 Red Oak Drive, Suite 309",Houston ,TX,,77090,281-587-0772,,,www.storkgyn.com,,,
Dennis Eisenberg MD,,5425 W Springcreek Pkwy Ste 280,Plano,TX,,75024,214-577-1777,,,www.northdallasmedspa.com,,,
Dennis Eisenberg MD,,"2840 Legacy Drive, Suite 300",Frisco,TX,,75034,214-577-1777,,,www.northdallasmedspa.com,,,
Dennis Eisenberg MD,,3809 W. 15th #A,Plano,TX,,75075,214-577-1777,,,www.northdallasmedspa.com,,,
"Denton Weiss, MD, PLC",,272 Bendix Rd. Suite 100,Virginia Beach ,VA,,23452,757-490-7545,,,www.dentonweissmd.com,,,
"Denton Weiss, MD, PLC",,272 Bendix Rd. Suite 100,Virginia Beach ,VA,,23452,757-490-7545,,,www.dentonweissmd.com,,,
"Denton Weiss, MD, PLC",,272 Bendix Rd. Suite 100,Virginia Beach ,VA,,23452,757-490-7545,,,www.dentonweissmd.com,,,
"Denton Weiss, MD, PLC",,272 Bendix Rd. Suite 100,Virginia Beach ,VA,,23452,757-490-7545,,,www.dentonweissmd.com,,,
Denver Diagnostic Pain,,13402 W. Coal Mine Ave Suite 240,Littleton,CO,,80127,720-598-0805,,,www.denverdiagnosticpain.com,,,
Denver Diagnostic Pain,,7800 E Orchard Rd Ste 350,Greenwood Village,CO,,80111,720-598-0805,,,www.denverdiagnosticpain.com,,,
Denver Diagnostic Pain,,7800 E Orchard Rd Ste 350,Greenwood Village,CO,,80111,720-598-0805,,,www.denverdiagnosticpain.com,,,
Denver Medical Weight Loss,,"6888 S Clinton St, Ste 200",Greenwood Village,CO,,80112,720-379-5326,,,,,,
Denver Medical Weight Loss,,"6888 S Clinton St, Ste 200",Greenwood Village,CO,,80112,720-379-5326,,,,,,
Derma-Tech,,2935 E. 18th Street,Joplin,MO,,64804,417-206-4884,,,www.derma-tech.com,,,
DermaTouch,,13725 Falba Rd ,Houston,TX,,77070,281-895-9090,,,www.dermatouchrn.com,,,
Desert Wellness Center,,2141 E. Warner Rd.,Tempe,AZ,,85284,480-361-5188,,,www.desertwellnesscenter.com,,,
Desert Wellness Center,,2141 E. Warner Rd.,Tempe,AZ,,85284,480-361-5188,,,www.desertwellnesscenter.com,,,
Desert Wellness Center,,2141 E. Warner Rd.,Tempe,AZ,,85284,480-361-5188,,,www.desertwellnesscenter.com,,,
Destination Health,,900 E. Southlake Blvd. Ste 200,Southlake,TX,,76092,817-310-6050,,,www.destinationhealth.com,,,
Destination Health,,900 E. Southlake Blvd. Ste 200,Southlake,TX,,76092,817-310-6050,,,www.destinationhealth.com,,,
Destination Health,,900 E. Southlake Blvd. Ste 200,Southlake,TX,,76092,817-310-6050,,,www.destinationhealth.com,,,
DFW Urology,,4809 Brentwood Stair,Fort Worth,TX,,76103,817-731-0316,,,www.dfwurology.com,,,
Diabetes Relief,,"11511 Katy Freeway, Suite 100",Houston,TX,,77079,281-600-5000,,,www.diabetesrelief.com,,,
Diabetes Relief,,"11511 Katy Freeway, Suite 100",Houston,TX,,77079,281-600-5000,,,www.diabetesrelief.com,,,
Diabetes Relief,,"11511 Katy Freeway, Suite 100",Houston,TX,,77079,281-600-5000,,,www.diabetesrelief.com,,,
Diabetes Relief,,"11511 Katy Freeway, Suite 100",Houston,TX,,77079,281-600-5000,,,www.diabetesrelief.com,,,
Diabetes Relief,,"11511 Katy Freeway, Suite 100",Houston,TX,,77079,281-600-5000,,,www.diabetesrelief.com,,,
Diabetes Relief,,"11511 Katy Freeway, Suite 100",Houston,TX,,77079,281-600-5000,,,www.diabetesrelief.com,,,
Diabetes Relief,,"11511 Katy Freeway, Suite 100",Houston,TX,,77079,281-600-5000,,,www.diabetesrelief.com,,,
Diabetes Relief,,2086 N 1700 W Suite D,Layton,UT,,84041,385-515-4100,,,www.diabetesrelief.com,,,
Diabetes Relief - The Woodlands,,"9191 Pinecroft Dr., Suite 225",Houston,TX,,77380,281-600-5000,,,www.diabetesrelief.com,,,
Diagnostic Group Family Practice,,1255 Hwy. 327 E.,Silsbee,TX,,77656,409-385-7352,,,www.dgihcs.com,,,
Diagnostic Group Integrated Healthcare,,3480 College Street,Beaumont,TX,,77701,409-813-1677,,,www.dgihcs.com,,,
Diagnostic Group Integrated Healthcare,,3480 College Street,Beaumont,TX,,77701,409-813-1677,,,www.dgihcs.com,,,
Diagnostic Group LifeCare,,2200 Hwy 365,Nederland,TX,,77627,409-772-4321,,,www.dgihcs.com,,,
Diagnostic Group Lumberton,,288 Country Lane,Lumberton,TX,,77657,409-227-4413,,,www.dgihcs.com,,,
Diamond Hill Medical Center PA,,2223 NE 28th St.,Fort Worth,TX,,76106,817-624-3211,,,,,,
Diamond Hill Medical Center PA,,2223 NE 28th St.,Fort Worth,TX,,76106,817-624-3211,,,,,,
"Diane Brzezinski, DO, PA",,"1250 Pine Ridge Road, Unit 101A",Naples,FL,,34108,239-261-9990,,,www.drbnaples.com,,,
"Diane Brzezinski, DO, PA",,"1250 Pine Ridge Road, Unit 101A",Naples,FL,,34108,239-261-9990,,,www.drbnaples.com,,,
"Diane Brzezinski, DO, PA",,"1250 Pine Ridge Road, Unit 101A",Naples,FL,,34108,239-261-9990,,,www.drbnaples.com,,,
"Diane Brzezinski, DO, PA",,"1250 Pine Ridge Road, Unit 101A",Naples,FL,,34108,239-261-9990,,,www.drbnaples.com,,,
"Diane Brzezinski, DO, PA",,"1250 Pine Ridge Road, Unit 101A",Naples,FL,,34108,239-261-9990,,,www.drbnaples.com,,,
Directional Wellness,,209 N Main St,Winnsboro,TX,,75494,903-342-7772,,,www.copperleafspa.com,,,
Directional Wellness,,209 N. Main Street,Winnsboro,TX,,75494,903-342-7772,,,www.copperleafspa.com,,,
Doctor Black Plastic Surgery,,3798 Veterans Memorial Blvd Suite 100,Metairie,LA,,70002,504-883-8900,,,www.doctorblackplasticsurgery.com,,,
Doctor's Best Wellness,,2237 Commerce Pkwy,Weston,FL,,33326,954-659-9914,,,www.doctorsbestwellness.com ,,,
Doctors Delta Ob-Gyn Group,,Calle Hernandez Carrion J-8,Manati,PR,,674,787-854-3115,,,http://doctorsdelta.com/index.html,,,
Doctors Medical Center,,10201 Hwy 16 North,Comanche,TX,,76442,254-879-4900,,,,,,
"Don Colbert, MD",,"325 Morrison Park Drive, Suite 110",Southlake,TX,,76092,407-331-7007,,,www.drcolbert.com,,,
"Don Colbert, MD",,"325 Morrison Park Drive, Suite 110",Southlake,TX,,76092,407-331-7007,,,www.drcolbert.com,,,
Dorado Gynecology Center,,Carr 695 BO Higuillar KM 2.0,Dorado,PR,,646,787-626-7899,,,,,,
Dorado Gynecology Center,,Carr 695 BO Higuillar KM 2.0,Dorado,PR,,646,787-626-7899,,,,,,
Downtown's Healthcare,,950 17th St #200,Denver,CO,,80202,303-292-9992,,,www.downtownshealthcare.com,,,
Downtown's Healthcare,,950 17th St #200,Denver,CO,,80202,303-292-9992,,,www.downtownshealthcare.com,,,
Downtown's Healthcare,,950 17th St #200,Denver,CO,,80202,303-292-9992,,,www.downtownshealthcare.com,,,
Dr. Bawa and Associates,,"45 Sugar Sand Ln., Suite A",Santa Rosa Beach,FL,,32459,850-424-7320,,,www.drbawa.com ,,,
Dr. Bawa and Associates,,"907 Mar Walt Dr., Suite 2011",Fort Walton Beach,FL,,32547,850-586-7890,,,www.drbawa.com ,,,
Dr. Elborno Center,,6747 Kingery Hwy,Willowbrook,IL,,60527,630-568-3862,,,www.bellasense.com,,,
Dr. J's Elegant Reflections MedSpa,,365 S Rancho Santa Fe Road #103,San Marcos,CA,,92078,619-589-0028,,,www.drjsmedspa.com,,,
Dr. J's Elegant Reflections MedSpa,,3200 4th Ave #100,San Diego,CA,,92103,619-497-2294,,,www.drjsmedspa.com,,,
Dr. J's Elegant Reflections MedSpa,,41769 Enterprise Cir. N. Suite 209,Temecula,CA,,92590,619-589-0028,,,www.drjsmedspa.com,,,
Dr. James Webb & Associates ,,"6550 E 71st St., Suite 200",Tulsa,OK,,74133,918-260-9322,,,https://www.drjameswebb.com,,,
Dr. Juan Castillo-Plaza WellnessPlus Medical Center,,17900 NW 5th Street Suite 201/202,Pembroke Pines,FL,,33029,954-437-3756,,,www.dermacarepembrokepines.com,,,
Dr. Luis J. Acevedo-Marty,,Carr 107 KM 3.4,Aguadilla,PR,,603,787-882-6100,,,,,,
Dr. Luis J. Acevedo-Marty,,Carr 107 KM 3.4,Aguadilla,PR,,603,787-882-6100,,,,,,
Dr. Mackay Vein & Circulation Specialists,,2863 Alt. 19 North,Palm Harbor,FL,,34683,727-781-5652,,,www.drmackay.com,,,
Dr. Mackay Vein & Circulation Specialists,,2863 Alt. 19 North,Palm Harbor,FL,,34683,727-781-5652,,,www.drmackay.com,,,
Dr. Mackay Vein & Circulation Specialists,,"7601 Dr. MLK Jr. St. North, Suite C-2",St. Petersburg,FL,,33702,727-781-5652,,,www.drmackay.com,,,
Dr. Mackay Vein & Circulation Specialists,,"7601 Dr. MLK Jr. St. North, Suite C-2",St. Petersburg,FL,,33702,727-781-5652,,,www.drmackay.com,,,
Dr. Mackay Vein & Circulation Specialists,,"7601 Dr. MLK Jr. St. North, Suite C-2",St. Petersburg,FL,,33702,727-781-5652,,,www.drmackay.com,,,
Dr. Mackay Vein & Circulation Specialists,,2051 W. Bay Dr.,Largo,FL,,33770,727-581-8346,,,www.drmackay.com,,,
Dr. Mackay Vein & Circulation Specialists,,2051 W. Bay Dr.,Largo,FL,,33770,727-581-8346,,,www.drmackay.com,,,
Dr. Mackay Vein & Circulation Specialists,,2051 W. Bay Dr.,Largo,FL,,33770,727-581-8346,,,www.drmackay.com,,,
Dr. Nikko Dermatology,,"27150 U.W. Highway 290, Suite 100",Cypress,TX,,77433,832-862-5382,,,www.nikkodermatology.com,,,
Dr. Shel Wellness and Medical Spa,,"1437 Highway 6, Suite 100",Sugarland,TX,,77478,281-313-7435,,,www.drshel.com,,,
DTC Medical Weight Loss,,8200 E Belleview Ave. Suite 408,Greenwood Village,CO,,80111,303-586-1200,,,http://dtcmedicalweightloss.com/,,,
DTC Medical Weight Loss,,8200 E Belleview Ave. Suite 408,Greenwood Village,CO,,80111,303-586-1200,,,http://dtcmedicalweightloss.com/,,,
DTC Medical Weight Loss,,8200 E Belleview Ave. Suite 408,Greenwood Village,CO,,80111,303-586-1200,,,http://dtcmedicalweightloss.com/,,,
Duke City Healthcare,,4411 Montano Rd. NW Ste F,Albuquerque,NM,,87120,505-899-4414,,,www.dukecityhealthcare.com,,,
Eagle's Landing Diabetes and Endocrinology,,1050 Eagles Landing Parkway #302,Stockbridge,GA,,30281,770-389-9494,,,https://eldiabetes.org/ ,,,
Eagles Landing Longevity Center,,1325 Quarry Rock Suite 200,Stockbridge,GA,,30281,770-389-0734,,,www.eagleslandinglongevity.com,,,
Eagles Landing Longevity Center,,1325 Quarry Rock Suite 200,Stockbridge,GA,,30281,770-389-0734,,,www.eagleslandinglongevity.com,,,
Ear Nose Throat Allergy Sleep Center ,,6611 FM 2920,Spring,TX,,77379,281-376-1188,,,,,,
East Louisville Wellness,,"4205 Springhurst Blvd., Suite 101",Louisville,KY,,40241,502-290-7246,,,,,,
East-West Health Centers,,"8200 E. Belleview Ave., Suite 202C",Greenwood Village,CO,,80111,303-856-5989,,,www.east-west-health.com,,,
Edmonds Wellness Clinic,,"7935 216th St. SW, Suite E",Edmonds,WA,,98026,425-672-2113,,,www.edmondswellness.com,,,
